network,transport_type,stop_name,lat,lon,lines,cor_metro_bilbao,cor_metro_madrid,cor_fgc,cor_renfe_cercanias,cor_euskotren,platform_coords_by_line
Renfe Cercanías,cercanias,La Cobertoria,43.130161,-5.816030,C1,,,,,,"C1:[43.130161,-5.816030]"
Renfe Cercanías,cercanias,Pola De Lena,43.158720,-5.831026,C1,,,,,,"C1:[43.158720,-5.831026]"
Renfe Cercanías,cercanias,Villallana,43.183857,-5.814593,C1,,,,,,"C1:[43.183857,-5.814593]"
Renfe Cercanías,cercanias,Ujo,43.204696,-5.792642,C1,,,,,,"C1:[43.204696,-5.792642]"
Renfe Cercanías,cercanias,Santullano,43.220899,-5.785587,C1,,,,,,"C1:[43.220899,-5.785587]"
Renfe Cercanías,cercanias,Mieres-Puente,43.250027,-5.782262,C1,,,,,,"C1:[43.250027,-5.782262]"
Renfe Cercanías,cercanias,Ablaña,43.267603,-5.805793,C1; C8,,,,,,"C1:[43.267603,-5.805793]; C8:[43.267603,-5.805793]"
Renfe Cercanías,cercanias,La Pereda-Riosa,43.277087,-5.812235,C1; C8,,,,,,"C1:[43.277087,-5.812235]; C8:[43.277087,-5.812235]"
Renfe Cercanías,cercanias,Olloniego,43.296123,-5.818850,C1,,,,,,"C1:[43.296123,-5.818850]"
Renfe Cercanías,cercanias,Soto De Rey,43.306409,-5.855807,C1; C2,,,,,,"C1:[43.306409,-5.855807]; C2:[43.306409,-5.855807]"
Renfe Cercanías,cercanias,Las Segadas,43.313242,-5.869198,C1; C2,,,,,,"C1:[43.313242,-5.869198]; C2:[43.313242,-5.869198]"
Renfe Cercanías,cercanias,El Caleyo,43.329047,-5.873332,C1; C2,,,,,,"C1:[43.329047,-5.873332]; C2:[43.329047,-5.873332]"
Renfe Cercanías,cercanias,Oviedo,43.366358,-5.854838,C1; C2; C3; C5A; C6; C7,,,,,,"C1:[43.366358,-5.854838]; C2:[43.366358,-5.854838]; C7:[43.366358,-5.854838]; C5A:[43.366358,-5.854838]; C3:[43.366358,-5.854838]; C6:[43.366358,-5.854838]"
Renfe Cercanías,cercanias,Lugones,43.404272,-5.811782,C1; C3,,,,,,"C1:[43.404272,-5.811782]; C3:[43.404272,-5.811782]"
Renfe Cercanías,cercanias,La Corredoria,43.388108,-5.827253,C1; C3; C6,,,,,,"C1:[43.388108,-5.827253]; C3:[43.388108,-5.827253]; C6:[43.388108,-5.827253]"
Renfe Cercanías,cercanias,Llamaquique,43.358828,-5.857320,C1; C2; C3,,,,,,"C1:[43.358828,-5.857320]; C2:[43.358828,-5.857320]; C3:[43.358828,-5.857320]"
Renfe Cercanías,cercanias,Lugo De Llanera,43.442332,-5.815893,C1; C3,,,,,,"C1:[43.442332,-5.815893]; C3:[43.442332,-5.815893]"
Renfe Cercanías,cercanias,Villabona De Asturias,43.461519,-5.826346,C1; C3,,,,,,"C1:[43.461519,-5.826346]; C3:[43.461519,-5.826346]"
Renfe Cercanías,cercanias,Serín,43.504905,-5.781882,C1,,,,,,"C1:[43.504905,-5.781882]"
Renfe Cercanías,cercanias,Monteana,43.520848,-5.746358,C1,,,,,,"C1:[43.520848,-5.746358]"
Renfe Cercanías,cercanias,Villabona-Tabladiello,43.474162,-5.800054,C1,,,,,,"C1:[43.474162,-5.800054]"
Renfe Cercanías,cercanias,Veriña,43.541576,-5.722797,C1; C4,,,,,,"C1:[43.541576,-5.722797]; C4:[43.541576,-5.722797]"
Renfe Cercanías,cercanias,Calzada De Asturias,43.535385,-5.697151,C1,,,,,,"C1:[43.535385,-5.697151]"
Renfe Cercanías,cercanias,Gijón-Sanz Crespo,43.537733,-5.675809,C1; C4; C5; C5A,,,,,,"C1:[43.537733,-5.675809]; C5A:[43.537733,-5.675809]; C5:[43.537733,-5.675809]; C4:[43.537733,-5.675809]"
Renfe Cercanías,cercanias,Santa Eulalia De Manzaneda,43.317338,-5.812620,C2,,,,,,"C2:[43.317338,-5.812620]"
Renfe Cercanías,cercanias,Tudela-Veguín,43.331010,-5.776892,C2,,,,,,"C2:[43.331010,-5.776892]"
Renfe Cercanías,cercanias,Peña Rubia,43.321302,-5.720806,C2,,,,,,"C2:[43.321302,-5.720806]"
Renfe Cercanías,cercanias,Barros,43.317830,-5.710914,C2,,,,,,"C2:[43.317830,-5.710914]"
Renfe Cercanías,cercanias,La Felguera,43.304831,-5.692852,C2,,,,,,"C2:[43.304831,-5.692852]"
Renfe Cercanías,cercanias,Sama,43.298778,-5.683321,C2,,,,,,"C2:[43.298778,-5.683321]"
Renfe Cercanías,cercanias,Ciaño,43.289388,-5.668670,C2,,,,,,"C2:[43.289388,-5.668670]"
Renfe Cercanías,cercanias,El Entrego,43.289517,-5.640847,C2,,,,,,"C2:[43.289517,-5.640847]"
Renfe Cercanías,cercanias,Ferroñes,43.476034,-5.861622,C3,,,,,,"C3:[43.476034,-5.861622]"
Renfe Cercanías,cercanias,Cancienes,43.507333,-5.869252,C3,,,,,,"C3:[43.507333,-5.869252]"
Renfe Cercanías,cercanias,Nubledo,43.523423,-5.870301,C3,,,,,,"C3:[43.523423,-5.870301]"
Renfe Cercanías,cercanias,Villalegre,43.540040,-5.902231,C3,,,,,,"C3:[43.540040,-5.902231]"
Renfe Cercanías,cercanias,La Rocica,43.547101,-5.904708,C3,,,,,,"C3:[43.547101,-5.904708]"
Renfe Cercanías,cercanias,Avilés,43.561339,-5.922833,C3; C4,,,,,,"C3:[43.561339,-5.922833]; C4:[43.561339,-5.922833]"
Renfe Cercanías,cercanias,San Juan De Nieva,43.589536,-5.932551,C3,,,,,,"C3:[43.589536,-5.932551]"
Renfe Cercanías,cercanias,Los Campos,43.536512,-5.884882,C3,,,,,,"C3:[43.536512,-5.884882]"
Renfe Cercanías,cercanias,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,C1; C10; C2; C3; C4; C4a; C4b; C7; C8a; C8b,,Chamartín (104m),,,,"C7:[40.471179,-3.682952]; C3:[40.471179,-3.682952]; C4:[40.471179,-3.682952]; C4b:[40.471179,-3.682952]; C4a:[40.471179,-3.682952]; C8b:[40.471179,-3.682952]; C10:[40.471179,-3.682952]; C1:[40.471179,-3.682952]; C2:[40.471179,-3.682952]; C8a:[40.471179,-3.682952]"
Renfe Cercanías,cercanias,Fuencarral,40.501560,-3.682504,C4; C4a; C4b,,,,,,"C4b:[40.501560,-3.682504]; C4a:[40.501560,-3.682504]; C4:[40.501560,-3.682504]"
Renfe Cercanías,cercanias,El Goloso,40.558897,-3.713971,C4; C4b,,,,,,"C4b:[40.558897,-3.713971]; C4:[40.558897,-3.713971]"
Renfe Cercanías,cercanias,Tres Cantos,40.598742,-3.715559,C4; C4b,,,,,,"C4b:[40.598742,-3.715559]; C4:[40.598742,-3.715559]"
Renfe Cercanías,cercanias,Colmenar Viejo,40.645209,-3.776614,C4b,,,,,,"C4b:[40.645209,-3.776614]"
Renfe Cercanías,cercanias,Universidad-Cantoblanco,40.543842,-3.700155,C4; C4a; C4b,,,,,,"C4b:[40.543842,-3.700155]; C4a:[40.543842,-3.700155]; C4:[40.543842,-3.700155]"
Renfe Cercanías,cercanias,Madrid-Atocha Cercanías,40.406619,-3.689439,C1; C10; C2; C3; C4; C4a; C4b; C5; C7,,Atocha-Renfe (3m),,,,"C7:[40.406619,-3.689439]; C4:[40.406619,-3.689439]; C3:[40.406619,-3.689439]; C4b:[40.406619,-3.689439]; C5:[40.406619,-3.689439]; C4a:[40.406619,-3.689439]; C10:[40.406619,-3.689439]; C1:[40.406619,-3.689439]; C2:[40.406619,-3.689439]"
Renfe Cercanías,cercanias,Madrid-Recoletos,40.423373,-3.690931,C1; C10; C2; C7,,,,,,"C2:[40.423373,-3.690931]; C7:[40.423373,-3.690931]; C10:[40.423373,-3.690931]; C1:[40.423373,-3.690931]"
Renfe Cercanías,cercanias,Madrid-Nuevos Ministerios,40.446627,-3.692347,C1; C10; C2; C3; C4; C4a; C4b; C7,,Nuevos Ministerios (9m),,,,"C7:[40.446627,-3.692347]; C3:[40.446627,-3.692347]; C4:[40.446627,-3.692347]; C4b:[40.446627,-3.692347]; C4a:[40.446627,-3.692347]; C10:[40.446627,-3.692347]; C1:[40.446627,-3.692347]; C2:[40.446627,-3.692347]"
Renfe Cercanías,cercanias,Méndez álvaro P.v.,40.395777,-3.677844,C10; C5,,Méndez Álvaro Estación Sur (52m),,,,"C10:[40.395777,-3.677844]; C5:[40.395777,-3.677844]"
Renfe Cercanías,cercanias,Delicias,40.400438,-3.692777,C10,,,,,,"C10:[40.400438,-3.692777]"
Renfe Cercanías,cercanias,Pirámides,40.402534,-3.711362,C10,,,,,,"C10:[40.402534,-3.711362]"
Renfe Cercanías,cercanias,Sol,40.416866,-3.702876,C3; C4; C4a; C4b,,Puerta del Sol (36m),,,,"C4b:[40.416866,-3.702876]; C4a:[40.416866,-3.702876]; C4:[40.416866,-3.702876]; C3:[40.416866,-3.702876]"
Renfe Cercanías,cercanias,Universidad Pontificia De Comillas,40.553970,-3.683700,C4a,,,,,,"C4a:[40.553970,-3.683700]"
Renfe Cercanías,cercanias,Valdelasfuentes,40.547434,-3.654324,C4a,,,,,,"C4a:[40.547434,-3.654324]"
Renfe Cercanías,cercanias,Alcobendas-San Sebastián De Los Reyes,40.546577,-3.635173,C4a,,,,,,"C4a:[40.546577,-3.635173]"
Renfe Cercanías,cercanias,Leganés,40.328643,-3.771316,C5,,,,,,"C5:[40.328643,-3.771316]"
Renfe Cercanías,cercanias,Fuenlabrada,40.283378,-3.799443,C5,,,,,,"C5:[40.283378,-3.799443]"
Renfe Cercanías,cercanias,Zarzaquemada,40.340853,-3.748263,C5,,,,,,"C5:[40.340853,-3.748263]"
Renfe Cercanías,cercanias,La Serna-Fuenlabrada,40.296817,-3.792623,C5,,,,,,"C5:[40.296817,-3.792623]"
Renfe Cercanías,cercanias,Parque Polvoranca,40.312574,-3.783494,C5,,,,,,"C5:[40.312574,-3.783494]"
Renfe Cercanías,cercanias,Humanes,40.255810,-3.828705,C5,,,,,,"C5:[40.255810,-3.828705]"
Renfe Cercanías,cercanias,Aluche,40.385668,-3.760734,C5,,Aluche (10m),,,,"C5:[40.385668,-3.760734]"
Renfe Cercanías,cercanias,Maestra Justa Freire-Polidep. Aluche,40.383638,-3.768687,C5,,,,,,"C5:[40.383638,-3.768687]"
Renfe Cercanías,cercanias,Las águilas,40.381022,-3.780164,C5,,,,,,"C5:[40.381022,-3.780164]"
Renfe Cercanías,cercanias,Cuatro Vientos,40.377765,-3.791510,C5,,,,,,"C5:[40.377765,-3.791510]"
Renfe Cercanías,cercanias,San José De Valderas,40.356613,-3.815573,C5,,,,,,"C5:[40.356613,-3.815573]"
Renfe Cercanías,cercanias,Alcorcón,40.350227,-3.831702,C5,,,,,,"C5:[40.350227,-3.831702]"
Renfe Cercanías,cercanias,Móstoles,40.328663,-3.863622,C5,,,,,,"C5:[40.328663,-3.863622]"
Renfe Cercanías,cercanias,Móstoles-El Soto,40.331064,-3.882456,C5,,,,,,"C5:[40.331064,-3.882456]"
Renfe Cercanías,cercanias,Laguna,40.399060,-3.744231,C5,,,,,,"C5:[40.399060,-3.744231]"
Renfe Cercanías,cercanias,Embajadores,40.404648,-3.702579,C5,,,,,,"C5:[40.404648,-3.702579]"
Renfe Cercanías,cercanias,Las Retamas,40.342115,-3.842464,C5,,,,,,"C5:[40.342115,-3.842464]"
Renfe Cercanías,cercanias,Doce De Octubre,40.378921,-3.698699,C5,,,,,,"C5:[40.378921,-3.698699]"
Renfe Cercanías,cercanias,Orcasitas,40.367102,-3.704231,C5,,,,,,"C5:[40.367102,-3.704231]"
Renfe Cercanías,cercanias,Puente Alcocer,40.350448,-3.705115,C5,,,,,,"C5:[40.350448,-3.705115]"
Renfe Cercanías,cercanias,Madrid-Villaverde Alto,40.341589,-3.712351,C4; C4a; C4b; C5,,,,,,"C4b:[40.341589,-3.712351]; C4a:[40.341589,-3.712351]; C5:[40.341589,-3.712351]; C4:[40.341589,-3.712351]"
Renfe Cercanías,cercanias,Getafe-Centro,40.310004,-3.733988,C4; C4a; C4b,,,,,,"C4b:[40.310004,-3.733988]; C4a:[40.310004,-3.733988]; C4:[40.310004,-3.733988]"
Renfe Cercanías,cercanias,Las Margaritas,40.323099,-3.727286,C4; C4a; C4b,,,,,,"C4b:[40.323099,-3.727286]; C4a:[40.323099,-3.727286]; C4:[40.323099,-3.727286]"
Renfe Cercanías,cercanias,Getafe-Sector 3,40.288389,-3.737499,C4; C4a; C4b,,,,,,"C4b:[40.288389,-3.737499]; C4a:[40.288389,-3.737499]; C4:[40.288389,-3.737499]"
Renfe Cercanías,cercanias,Parla,40.241099,-3.769270,C4; C4a; C4b,,,,,,"C4b:[40.241099,-3.769270]; C4a:[40.241099,-3.769270]; C4:[40.241099,-3.769270]"
Renfe Cercanías,cercanias,Cazalla-Constantina,37.932864,-5.704433,C3,,,,,,"C3:[37.932864,-5.704433]"
Renfe Cercanías,cercanias,Pedroso,37.837392,-5.762452,C3,,,,,,"C3:[37.837392,-5.762452]"
Renfe Cercanías,cercanias,Villanueva Del Río-Minas,37.661705,-5.712154,C3,,,,,,"C3:[37.661705,-5.712154]"
Renfe Cercanías,cercanias,Alcolea Del Río,37.635456,-5.730831,C3,,,,,,"C3:[37.635456,-5.730831]"
Renfe Cercanías,cercanias,Tocina,37.609304,-5.731694,C3,,,,,,"C3:[37.609304,-5.731694]"
Renfe Cercanías,cercanias,San Jerónimo,37.433173,-5.980360,C2; C5,,,,,,"C2:[37.433173,-5.980360]; C5:[37.433173,-5.980360]"
Renfe Cercanías,cercanias,Camas,37.417738,-6.040847,C5,,,,,,"C5:[37.417738,-6.040847]"
Renfe Cercanías,cercanias,Villanueva Del Ariscal Y Olivares,37.407137,-6.148189,C5,,,,,,"C5:[37.407137,-6.148189]"
Renfe Cercanías,cercanias,Sanlúcar La Mayor,37.381440,-6.193962,C5,,,,,,"C5:[37.381440,-6.193962]"
Renfe Cercanías,cercanias,Benacazón,37.356851,-6.208201,C5,,,,,,"C5:[37.356851,-6.208201]"
Renfe Cercanías,cercanias,Valencina-Santiponce,37.426813,-6.056686,C5,,,,,,"C5:[37.426813,-6.056686]"
Renfe Cercanías,cercanias,Salteras,37.410235,-6.099239,C5,,,,,,"C5:[37.410235,-6.099239]"
Renfe Cercanías,cercanias,Lora Del Río,37.661321,-5.529551,C1,,,,,,"C1:[37.661321,-5.529551]"
Renfe Cercanías,cercanias,Guadajoz,37.581459,-5.669980,C1,,,,,,"C1:[37.581459,-5.669980]"
Renfe Cercanías,cercanias,Los Rosales,37.589972,-5.726121,C1; C3,,,,,,"C3:[37.589972,-5.726121]; C1:[37.589972,-5.726121]"
Renfe Cercanías,cercanias,Cantillana,37.574969,-5.803207,C1; C3,,,,,,"C3:[37.574969,-5.803207]; C1:[37.574969,-5.803207]"
Renfe Cercanías,cercanias,Brenes,37.546328,-5.866782,C1; C3,,,,,,"C3:[37.546328,-5.866782]; C1:[37.546328,-5.866782]"
Renfe Cercanías,cercanias,La Rinconada,37.480090,-5.940119,C1; C3,,,,,,"C3:[37.480090,-5.940119]; C1:[37.480090,-5.940119]"
Renfe Cercanías,cercanias,El Cáñamo,37.486395,-5.932975,C1; C3,,,,,,"C3:[37.486395,-5.932975]; C1:[37.486395,-5.932975]"
Renfe Cercanías,cercanias,Sevilla-Santa Justa,37.392496,-5.974927,C1; C2; C3; C4; C5,,,,,,"C2:[37.392496,-5.974927]; C4:[37.392496,-5.974927]; C1:[37.392496,-5.974927]; C5:[37.392496,-5.974927]; C3:[37.392496,-5.974927]"
Renfe Cercanías,cercanias,Palacio De Congresos,37.403646,-5.936264,C4,,,,,,"C4:[37.403646,-5.936264]"
Renfe Cercanías,cercanias,Padre Pío-Palmete,37.370852,-5.939411,C4,,,,,,"C4:[37.370852,-5.939411]"
Renfe Cercanías,cercanias,Cartuja,37.407457,-6.010186,C2,,,,,,"C2:[37.407457,-6.010186]"
Renfe Cercanías,cercanias,Estadio Olímpico,37.417431,-6.007496,C2,,,,,,"C2:[37.417431,-6.007496]"
Renfe Cercanías,cercanias,San Bernardo,37.377778,-5.979614,C1; C4; C5,,,,,,"C4:[37.377778,-5.979614]; C1:[37.377778,-5.979614]; C5:[37.377778,-5.979614]"
Renfe Cercanías,cercanias,Dos Hermanas,37.287226,-5.923532,C1; C4; C5,,,,,,"C4:[37.287226,-5.923532]; C1:[37.287226,-5.923532]; C5:[37.287226,-5.923532]"
Renfe Cercanías,cercanias,Virgen Del Rocío,37.362809,-5.976011,C1; C4; C5,,,,,,"C4:[37.362809,-5.976011]; C1:[37.362809,-5.976011]; C5:[37.362809,-5.976011]"
Renfe Cercanías,cercanias,Bellavista,37.321519,-5.964192,C1; C4; C5,,,,,,"C4:[37.321519,-5.964192]; C1:[37.321519,-5.964192]; C5:[37.321519,-5.964192]"
Renfe Cercanías,cercanias,Cantaelgallo,37.278220,-5.910440,C1; C4,,,,,,"C4:[37.278220,-5.910440]; C1:[37.278220,-5.910440]"
Renfe Cercanías,cercanias,Jardines De Hércules,37.332853,-5.964094,C1; C4; C5,,,,,,"C4:[37.332853,-5.964094]; C1:[37.332853,-5.964094]; C5:[37.332853,-5.964094]"
Renfe Cercanías,cercanias,Utrera,37.184818,-5.790754,C1; C4,,,,,,"C4:[37.184818,-5.790754]; C1:[37.184818,-5.790754]"
Renfe Cercanías,cercanias,Las Cabezas De San Juan,37.019490,-5.946580,C1,,,,,,"C1:[37.019490,-5.946580]"
Renfe Cercanías,cercanias,Lebrija,36.911638,-6.094849,C1,,,,,,"C1:[36.911638,-6.094849]"
Renfe Cercanías,cercanias,Aeropuerto De Jerez,36.751589,-6.065938,C1,,,,,,"C1:[36.751589,-6.065938]"
Renfe Cercanías,cercanias,Jerez De La Frontera,36.680022,-6.126603,C1,,,,,,"C1:[36.680022,-6.126603]"
Renfe Cercanías,cercanias,Puerto De Santa María,36.604072,-6.217926,C1,,,,,,"C1:[36.604072,-6.217926]"
Renfe Cercanías,cercanias,Puerto Real,36.530915,-6.185314,C1,,,,,,"C1:[36.530915,-6.185314]"
Renfe Cercanías,cercanias,San Fernando-Centro,36.475961,-6.194032,C1,,,,,,"C1:[36.475961,-6.194032]"
Renfe Cercanías,cercanias,Segunda Aguada,36.513532,-6.277013,C1; T1,,,,,,"T1:[36.513532,-6.277013]; C1:[36.513532,-6.277013]"
Renfe Cercanías,cercanias,Cádiz,36.528935,-6.287972,C1; T1,,,,,,"T1:[36.528935,-6.287972]; C1:[36.528935,-6.287972]"
Renfe Cercanías,cercanias,San Fernando-Bahía Sur,36.468083,-6.206768,C1,,,,,,"C1:[36.468083,-6.206768]"
Renfe Cercanías,cercanias,Cortadura,36.494367,-6.268238,C1; T1,,,,,,"T1:[36.494367,-6.268238]; C1:[36.494367,-6.268238]"
Renfe Cercanías,cercanias,Cádiz-Estadio,36.502946,-6.272064,C1; T1,,,,,,"T1:[36.502946,-6.272064]; C1:[36.502946,-6.272064]"
Renfe Cercanías,cercanias,San Severiano,36.521605,-6.280671,C1; T1,,,,,,"T1:[36.521605,-6.280671]; C1:[36.521605,-6.280671]"
Renfe Cercanías,cercanias,Las Aletas,36.544638,-6.199009,C1; C1a,,,,,,"C1:[36.544638,-6.199009]; C1a:[36.544638,-6.199009]"
Renfe Cercanías,cercanias,Universidad De Cádiz,36.529251,-6.206169,C1a,,,,,,"C1a:[36.529251,-6.206169]"
Renfe Cercanías,cercanias,Valdelagrana,36.584725,-6.216299,C1,,,,,,"C1:[36.584725,-6.216299]"
Renfe Cercanías,cercanias,Río Arillo,36.457494,-6.223626,C1; T1,,,,,,"T1:[36.457494,-6.223626]; C1:[36.457494,-6.223626]"
Renfe Cercanías,cercanias,Pelagatos,36.408756,-6.134322,T1,,,,,,"T1:[36.408756,-6.134322]"
Renfe Cercanías,cercanias,La Hoya,36.411245,-6.139095,T1,,,,,,"T1:[36.411245,-6.139095]"
Renfe Cercanías,cercanias,Reyes Católicos,36.414412,-6.143190,T1,,,,,,"T1:[36.414412,-6.143190]"
Renfe Cercanías,cercanias,Nuestra Señora De Los Remedios,36.420398,-6.144747,T1,,,,,,"T1:[36.420398,-6.144747]"
Renfe Cercanías,cercanias,Alameda Solano,36.425378,-6.144524,T1,,,,,,"T1:[36.425378,-6.144524]"
Renfe Cercanías,cercanias,Marquesado,36.428640,-6.143374,T1,,,,,,"T1:[36.428640,-6.143374]"
Renfe Cercanías,cercanias,Pinar De Los Franceses,36.440520,-6.144566,T1,,,,,,"T1:[36.440520,-6.144566]"
Renfe Cercanías,cercanias,Tres Caminos,36.466523,-6.175706,T1,,,,,,"T1:[36.466523,-6.175706]"
Renfe Cercanías,cercanias,Venta De Vargas,36.467739,-6.191064,T1,,,,,,"T1:[36.467739,-6.191064]"
Renfe Cercanías,cercanias,Plaza De La Iglesia,36.466219,-6.195550,T1,,,,,,"T1:[36.466219,-6.195550]"
Renfe Cercanías,cercanias,Plaza Del Rey,36.463944,-6.198344,T1,,,,,,"T1:[36.463944,-6.198344]"
Renfe Cercanías,cercanias,Compañía De María,36.460437,-6.201011,T1,,,,,,"T1:[36.460437,-6.201011]"
Renfe Cercanías,cercanias,Plaza Del Carmen,36.458159,-6.203489,T1,,,,,,"T1:[36.458159,-6.203489]"
Renfe Cercanías,cercanias,Santo Entierro,36.455907,-6.209616,T1,,,,,,"T1:[36.455907,-6.209616]"
Renfe Cercanías,cercanias,La Ardila,36.456250,-6.216027,T1,,,,,,"T1:[36.456250,-6.216027]"
Renfe Cercanías,cercanias,álora,36.819875,-4.699611,C2,,,,,,"C2:[36.819875,-4.699611]"
Renfe Cercanías,cercanias,Pizarra,36.764151,-4.711831,C2,,,,,,"C2:[36.764151,-4.711831]"
Renfe Cercanías,cercanias,Aljaima,36.733083,-4.664500,C2,,,,,,"C2:[36.733083,-4.664500]"
Renfe Cercanías,cercanias,Cártama,36.733739,-4.608397,C2,,,,,,"C2:[36.733739,-4.608397]"
Renfe Cercanías,cercanias,Campanillas,36.705044,-4.545483,C2,,,,,,"C2:[36.705044,-4.545483]"
Renfe Cercanías,cercanias,Málaga-Los Prados,36.698611,-4.478150,C2,,,,,,"C2:[36.698611,-4.478150]"
Renfe Cercanías,cercanias,Málaga M.z. Cercanías,36.711388,-4.432891,C1; C2,,,,,,"C2:[36.711388,-4.432891]; C1:[36.711388,-4.432891]"
Renfe Cercanías,cercanias,Victoria Kent,36.701223,-4.454415,C1; C2,,,,,,"C2:[36.701223,-4.454415]; C1:[36.701223,-4.454415]"
Renfe Cercanías,cercanias,Guadalhorce,36.692076,-4.483684,C1,,,,,,"C1:[36.692076,-4.483684]"
Renfe Cercanías,cercanias,Málaga-Aeropuerto,36.677717,-4.490161,C1,,,,,,"C1:[36.677717,-4.490161]"
Renfe Cercanías,cercanias,La Colina,36.641924,-4.492638,C1,,,,,,"C1:[36.641924,-4.492638]"
Renfe Cercanías,cercanias,Torremolinos,36.622560,-4.499570,C1,,,,,,"C1:[36.622560,-4.499570]"
Renfe Cercanías,cercanias,El Pinillo,36.609869,-4.515373,C1,,,,,,"C1:[36.609869,-4.515373]"
Renfe Cercanías,cercanias,Benalmádena-Arroyo De La Miel,36.599112,-4.536346,C1,,,,,,"C1:[36.599112,-4.536346]"
Renfe Cercanías,cercanias,Torremuelle,36.582297,-4.567018,C1,,,,,,"C1:[36.582297,-4.567018]"
Renfe Cercanías,cercanias,Carvajal,36.570259,-4.594049,C1,,,,,,"C1:[36.570259,-4.594049]"
Renfe Cercanías,cercanias,Torreblanca Del Sol,36.564907,-4.606711,C1,,,,,,"C1:[36.564907,-4.606711]"
Renfe Cercanías,cercanias,Los Boliches,36.554658,-4.614577,C1,,,,,,"C1:[36.554658,-4.614577]"
Renfe Cercanías,cercanias,Fuengirola,36.541895,-4.623858,C1,,,,,,"C1:[36.541895,-4.623858]"
Renfe Cercanías,cercanias,Málaga-Centro Alameda,36.715954,-4.426533,C1; C2,,,,,,"C2:[36.715954,-4.426533]; C1:[36.715954,-4.426533]"
Renfe Cercanías,cercanias,Los álamos,36.645059,-4.485119,C1,,,,,,"C1:[36.645059,-4.485119]"
Renfe Cercanías,cercanias,Montemar Alto,36.613667,-4.509426,C1,,,,,,"C1:[36.613667,-4.509426]"
Renfe Cercanías,cercanias,Plaza Mayor,36.656203,-4.480304,C1,,,,,,"C1:[36.656203,-4.480304]"
Renfe Cercanías,cercanias,Madrid-Villaverde Bajo,40.352676,-3.683898,C3; C4; C4a; C4b,,,,,,"C4b:[40.352676,-3.683898]; C4a:[40.352676,-3.683898]; C4:[40.352676,-3.683898]; C3:[40.352676,-3.683898]"
Renfe Cercanías,cercanias,San Cristóbal Industrial,40.331859,-3.698960,C3,,,,,,"C3:[40.331859,-3.698960]"
Renfe Cercanías,cercanias,Getafe-Industrial,40.305718,-3.707836,C3,,,,,,"C3:[40.305718,-3.707836]"
Renfe Cercanías,cercanias,Pinto,40.242855,-3.703530,C3,,,,,,"C3:[40.242855,-3.703530]"
Renfe Cercanías,cercanias,Valdemoro,40.196078,-3.664937,C3,,,,,,"C3:[40.196078,-3.664937]"
Renfe Cercanías,cercanias,Ciempozuelos,40.159201,-3.610185,C3,,,,,,"C3:[40.159201,-3.610185]"
Renfe Cercanías,cercanias,San Cristóbal De Los ángeles,40.342414,-3.683979,C3,,,,,,"C3:[40.342414,-3.683979]"
Renfe Cercanías,cercanias,El Casar,40.318522,-3.709806,C3,,,,,,"C3:[40.318522,-3.709806]"
Renfe Cercanías,cercanias,Aranjuez,40.035026,-3.618253,C3,,,,,,"C3:[40.035026,-3.618253]"
Renfe Cercanías,cercanias,Alicante/Alacant-Terminal,38.344713,-0.495524,C1; C3,,,,,,"C1:[38.344713,-0.495524]; C3:[38.344713,-0.495524]"
Renfe Cercanías,cercanias,Sant Vicent Centre,38.394653,-0.528725,C3,,,,,,"C3:[38.394653,-0.528725]"
Renfe Cercanías,cercanias,Universidad De Alicante,38.384165,-0.528411,C3,,,,,,"C3:[38.384165,-0.528411]"
Renfe Cercanías,cercanias,Murcia Del Carmen,37.974824,-1.131508,C1; C2,,,,,,"C1:[37.974824,-1.131508]; C2:[37.974824,-1.131508]"
Renfe Cercanías,cercanias,Beniel,38.044861,-0.999476,C1,,,,,,"C1:[38.044861,-0.999476]"
Renfe Cercanías,cercanias,Orihuela-Miguel Hernández,38.077932,-0.944606,C1,,,,,,"C1:[38.077932,-0.944606]"
Renfe Cercanías,cercanias,Callosa De Segura,38.122769,-0.874575,C1,,,,,,"C1:[38.122769,-0.874575]"
Renfe Cercanías,cercanias,San Isidro-Albatera-Catral,38.167021,-0.838085,C1,,,,,,"C1:[38.167021,-0.838085]"
Renfe Cercanías,cercanias,Crevillente,38.224562,-0.781528,C1,,,,,,"C1:[38.224562,-0.781528]"
Renfe Cercanías,cercanias,Elche/Elx-Carrús,38.268978,-0.706399,C1,,,,,,"C1:[38.268978,-0.706399]"
Renfe Cercanías,cercanias,Elche/Elx-Parc,38.271781,-0.695219,C1,,,,,,"C1:[38.271781,-0.695219]"
Renfe Cercanías,cercanias,Torrellano,38.289637,-0.582457,C1,,,,,,"C1:[38.289637,-0.582457]"
Renfe Cercanías,cercanias,Sant Gabriel,38.329065,-0.508687,C1,,,,,,"C1:[38.329065,-0.508687]"
Renfe Cercanías,otro,Moixent,38.877797,-0.753651,C2,,,,,,"C2:[38.877797,-0.753651]"
Renfe Cercanías,otro,Vallada,38.908991,-0.690238,C2,,,,,,"C2:[38.908991,-0.690238]"
Renfe Cercanías,otro,Montesa,38.942939,-0.641091,C2,,,,,,"C2:[38.942939,-0.641091]"
Renfe Cercanías,cercanias/otro,L'alcúdia De Crespins,38.969058,-0.586676,C2,,,,,,"C2:[38.969058,-0.586676]"
